id,deck_id,de,en,example,tags,notes,box,ease,interval_days,reps,lapses,due_date,created_at,updated_at
40c89c87-873f-47b7-b83e-fc92fa1a81fa,de529199-d8a0-407d-a8b1-731d7cb2d4ac,die Regierung,government,Die Regierung hat neue Gesetze erlassen.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.326780,2025-09-07T16:04:08.326781
97e19302-37c7-4d09-bd97-c6e537ce9a10,de529199-d8a0-407d-a8b1-731d7cb2d4ac,faul,lazy,Am Sonntag bin ich oft faul.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.327150,2025-09-07T16:04:08.327152
4e202619-ea5d-4379-8a7e-5b2bb9891763,de529199-d8a0-407d-a8b1-731d7cb2d4ac,es kommt darauf an,it depends,"Ob wir gehen, kommt darauf an, wie das Wetter ist.",,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.327518,2025-09-07T16:04:08.327520
2ddad9f2-8c85-403b-9fe3-297513ef1f92,de529199-d8a0-407d-a8b1-731d7cb2d4ac,glauben,to believe,"Ich glaube, dass alles gut wird.",,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.327888,2025-09-07T16:04:08.327890
bb5434be-8640-4a45-a9a5-f9b020cdc029,de529199-d8a0-407d-a8b1-731d7cb2d4ac,die Erde,Earth,Die Erde ist unser Heimatplanet.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.328169,2025-09-07T16:04:08.328171
66e2a1b2-02b1-45cf-84ea-25b3cd3751e4,de529199-d8a0-407d-a8b1-731d7cb2d4ac,sich vorbereiten,to prepare oneself,Ich muss mich auf das Interview vorbereiten.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.328440,2025-09-07T16:04:08.328442
8845c340-5185-417d-ad6b-ab21f04e5703,de529199-d8a0-407d-a8b1-731d7cb2d4ac,die Verändern,to change,Wir müssen unsere Pläne verändern.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.328722,2025-09-07T16:04:08.328723
779c6616-0760-4b42-95c5-17b4e21a34dd,de529199-d8a0-407d-a8b1-731d7cb2d4ac,die Wahrheit,truth,Sag mir die Wahrheit.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.328992,2025-09-07T16:04:08.328993
ff7daade-fecf-4fb5-adaa-8afe61b9a259,de529199-d8a0-407d-a8b1-731d7cb2d4ac,das Gebäude,building,Das ist ein sehr hohes Gebäude.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.329499,2025-09-07T16:04:08.329502
5793594e-eba5-4500-90e0-bc960bb7217c,de529199-d8a0-407d-a8b1-731d7cb2d4ac,die Zeitverschwendung,waste of time,Stundenlanges Fernsehen ist Zeitverschwendung.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.329834,2025-09-07T16:04:08.329835
210eb275-5fda-40ec-b42c-3275bc5c3a90,de529199-d8a0-407d-a8b1-731d7cb2d4ac,kämpfen,to fight,Die Soldaten kämpfen für ihr Land.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.330215,2025-09-07T16:04:08.330217
ea0e6bd7-f870-4286-8f4b-024762b0e0cf,de529199-d8a0-407d-a8b1-731d7cb2d4ac,billig,cheap,Diese Schuhe waren sehr billig.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.330544,2025-09-07T16:04:08.330546
e5c2a66d-8484-4916-81df-4404e0f29fd9,de529199-d8a0-407d-a8b1-731d7cb2d4ac,günstig,affordable,Das Hotel war günstig und gut.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.330844,2025-09-07T16:04:08.330845
ea1b8c5c-0c90-4cca-aee9-ea84cc7cbaeb,de529199-d8a0-407d-a8b1-731d7cb2d4ac,entscheiden,to decide,"Ich kann mich nicht entscheiden, was ich essen soll.",,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.331131,2025-09-07T16:04:08.331132
1024f402-f483-4934-bc75-0b901751c6f2,de529199-d8a0-407d-a8b1-731d7cb2d4ac,das Dorf,village,Sie lebt in einem kleinen Dorf auf dem Land.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.331413,2025-09-07T16:04:08.331415
a3bf00b8-dc54-4c59-83b1-73ef245b1d6c,de529199-d8a0-407d-a8b1-731d7cb2d4ac,die Blumen giesen,to water the flowers,Ich muss heute die Blumen giesen.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.331694,2025-09-07T16:04:08.331696
388b61fc-d524-4825-88d4-c8f51c67a606,de529199-d8a0-407d-a8b1-731d7cb2d4ac,die Strecke,route,Die Strecke ist 10 Kilometer lang.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.332100,2025-09-07T16:04:08.332104
de1e41c8-54af-4c7e-8359-af362c0da1cd,de529199-d8a0-407d-a8b1-731d7cb2d4ac,langweilig,boring,Der Film war sehr langweilig.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.332501,2025-09-07T16:04:08.332503
3311d85b-c4e5-4757-8f26-9ce9705bd08c,de529199-d8a0-407d-a8b1-731d7cb2d4ac,im Vergleich,in comparison,Im Vergleich zu gestern ist es heute wärmer.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.332840,2025-09-07T16:04:08.332842
5f9f0247-a2f1-42b6-9297-f704dde21732,de529199-d8a0-407d-a8b1-731d7cb2d4ac,das Hemd,shirt,Er trägt ein weißes Hemd.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.333184,2025-09-07T16:04:08.333186
b2546ab5-9931-4c1e-9508-d1267b8a4d49,de529199-d8a0-407d-a8b1-731d7cb2d4ac,einnutzen/einsätzen,to implement,Wir müssen die neue Software einsetzen.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.333507,2025-09-07T16:04:08.333509
3c02db9f-2585-40ae-97cc-58d8e178db48,de529199-d8a0-407d-a8b1-731d7cb2d4ac,die Verantwortung,responsibility,Eltern haben eine große Verantwortung für ihre Kinder.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.333820,2025-09-07T16:04:08.333821
bcb95349-3f23-4194-8f93-33ee9a2c87b8,de529199-d8a0-407d-a8b1-731d7cb2d4ac,dreckig,dirty,Deine Schuhe sind dreckig.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.334174,2025-09-07T16:04:08.334176
2d713277-cf7a-4671-96d9-a05e8992fe04,de529199-d8a0-407d-a8b1-731d7cb2d4ac,sich wagen,to dare,"Er wagt es nicht, die Wahrheit zu sagen.",,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.334540,2025-09-07T16:04:08.334542
a53f1157-44aa-4226-afd6-6cad7cccae79,de529199-d8a0-407d-a8b1-731d7cb2d4ac,unterschiedlich,different,Wir haben unterschiedliche Meinungen.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.334890,2025-09-07T16:04:08.334892
466eb0ab-74d6-4b69-b2e1-35f18351a470,de529199-d8a0-407d-a8b1-731d7cb2d4ac,verlieren,to lose,Ich will dieses Spiel nicht verlieren.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.335260,2025-09-07T16:04:08.335262
c6d8bf15-87cb-4c6c-b91d-136f2d77a2b8,de529199-d8a0-407d-a8b1-731d7cb2d4ac,eigene Firma,own company,Er hat seine eigene Firma gegründet.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.335615,2025-09-07T16:04:08.335617
a880d08c-78f6-42b7-bfcc-6469fcd019e4,de529199-d8a0-407d-a8b1-731d7cb2d4ac,das Eigentum,property,Dieses Haus ist mein Eigentum.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.335966,2025-09-07T16:04:08.335968
c04a0231-3e3b-43f4-ab1b-b3e222005190,de529199-d8a0-407d-a8b1-731d7cb2d4ac,das Aussehen,appearance,Das Aussehen ist nicht alles.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.336328,2025-09-07T16:04:08.336331
9f11548e-883d-4f6e-8e27-4751835769b0,de529199-d8a0-407d-a8b1-731d7cb2d4ac,woauchimmer,wherever,"Woauchimmer du hingest, ich werde dir folgen.",,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.336785,2025-09-07T16:04:08.336787
81d24b92-c304-4ced-9629-86d140c28ecc,de529199-d8a0-407d-a8b1-731d7cb2d4ac,aufregend,exciting,Die Reise war sehr aufregend.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.337173,2025-09-07T16:04:08.337175
b0a5c836-d230-4867-9f47-b3402cbacf9a,de529199-d8a0-407d-a8b1-731d7cb2d4ac,bar zahlen,to pay in cash,Ich möchte bitte bar zahlen.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.337565,2025-09-07T16:04:08.337567
457bfb9c-30c7-42c1-84e2-59ffb722686f,de529199-d8a0-407d-a8b1-731d7cb2d4ac,das Gesetz,law,Man muss sich an das Gesetz halten.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.338094,2025-09-07T16:04:08.338102
2b859f38-6920-4150-ae9f-9081ed69a491,de529199-d8a0-407d-a8b1-731d7cb2d4ac,die Meisten,most,Die meisten Leute mögen Pizza.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.338530,2025-09-07T16:04:08.338532
b6b2a323-ce58-41a4-9c07-ea59122818d5,de529199-d8a0-407d-a8b1-731d7cb2d4ac,dick,fat,Die Katze ist ein bisschen zu dick.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.338898,2025-09-07T16:04:08.338899
24806a48-acf2-48b8-b673-ed38a30e6b4d,de529199-d8a0-407d-a8b1-731d7cb2d4ac,reich,rich,Er ist ein sehr reicher Mann.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.339268,2025-09-07T16:04:08.339270
8c795c55-b97b-4688-a318-3c89f0b6f2ee,de529199-d8a0-407d-a8b1-731d7cb2d4ac,sparen,to save,Ich spare Geld für ein neues Auto.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.339617,2025-09-07T16:04:08.339619
00e8d05e-3848-474a-9eab-5a870d023edc,de529199-d8a0-407d-a8b1-731d7cb2d4ac,die Karte,map,"Wir brauchen eine Karte, um den Weg zu finden.",,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.340112,2025-09-07T16:04:08.340115
89cde09c-4d23-4645-a521-471eb516f96a,de529199-d8a0-407d-a8b1-731d7cb2d4ac,die Brille,glasses,Ich brauche eine Brille zum Lesen.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.340546,2025-09-07T16:04:08.340549
991ab95c-a048-423e-9d22-67af0ab50652,de529199-d8a0-407d-a8b1-731d7cb2d4ac,die Kreuzung,intersection,An der nächsten Kreuzung müssen wir links abbiegen.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.340921,2025-09-07T16:04:08.340922
2e2de3de-778e-4409-97b1-fc7dc14fc41f,de529199-d8a0-407d-a8b1-731d7cb2d4ac,entlang,along,Wir gingen den Fluss entlang.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.341283,2025-09-07T16:04:08.341285
33ceaa19-736f-4795-88e4-b3b2c61406c9,de529199-d8a0-407d-a8b1-731d7cb2d4ac,der Fluss,river,Der Rhein ist ein großer Fluss in Deutschland.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.341635,2025-09-07T16:04:08.341637
021f628a-a13e-4a25-ba6e-0611cb43774e,de529199-d8a0-407d-a8b1-731d7cb2d4ac,das Gefängnis,prison,Der Dieb wurde ins Gefängnis geschickt.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.342005,2025-09-07T16:04:08.342007
9f9afbd8-68a4-4869-8d7c-81616d02b62d,de529199-d8a0-407d-a8b1-731d7cb2d4ac,das Amt,office,Ich muss morgen zum Amt gehen.,,,1,2.5,1,0,0,2025-09-07,2025-09-07T16:04:08.342363,2025-09-07T16:04:08.342366
